Region,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,Pop,Year
Veneto,32716,33763,35850,37405,38658,39762,40763,41764,43725,44576,45871,46584,47580,47126,47175,46861,47345,46414,45989,46324,48525,48067,48902,48877,48400,47596,47608,47890,49716,49633,50811,50426,51630,49996,50453,52969,53153,54294,56456,57473,59176,61667,65864,68308,71487,75039,79663,79109,80263,81308,81241,83255,82331,82873,83421,83373,83966,78617,75539,73781,69632,68946,64483,62870,61747,59340,58148,55975,55032,54030,55977,54957,56269,54442,58432,39572,45241,45415,43383,42209,43488,41424,38412,33541,29640,28340,25681,21517,19407,16992,15287,11806,9926,8185,6110,4680,3331,2464,1661,1102,1329,4869830,2021
Abruzzo,8261,8328,8619,8970,9626,10090,10273,10403,10567,11112,11258,11568,11409,11812,11620,11484,11625,11742,11601,11453,11806,12047,11988,12321,12195,12433,12329,12704,12998,13459,13443,13716,13708,14024,13821,14305,14783,15030,15002,15768,15721,16176,16846,17515,17650,18448,18973,19800,19546,20106,20464,20085,20987,20710,20916,21158,21175,21237,20015,19239,18848,18567,18238,17469,17243,16918,16861,16485,15431,15326,15232,15615,15782,15883,14843,14284,10563,11169,10672,10129,9951,11063,10833,9514,9009,7933,7540,6641,6125,4972,4492,4038,3011,2316,1897,1332,1050,768,488,367,584,1275950,2022
Basilicata,3323,3499,3647,3682,3918,3990,4047,4056,4032,4417,4393,4541,4739,4867,4826,4970,4948,5355,5376,5508,5515,5696,5705,5665,5667,5700,5701,5799,5879,6285,6036,6337,6155,6180,6101,6001,6251,6398,6330,6469,6467,6485,6659,7090,7243,7787,7883,8095,7985,8175,8259,8404,8612,8634,8903,8682,8848,9167,8632,8696,8449,8261,7917,7652,7475,7582,7271,7257,6664,6561,6402,6617,6614,6746,6075,5410,4197,4110,4012,3907,3809,4415,4404,4077,3897,3508,3189,2985,2626,2120,1819,1643,1292,952,769,555,398,260,208,153,200,541168,2022
Calabria,13169,13922,14443,15045,15572,15805,16118,16178,16215,16709,16930,17416,17661,17877,17952,18546,18309,18925,18737,18528,19177,19519,19372,19614,19212,19503,19778,20005,20809,21248,21187,21721,22115,22515,22246,22173,22408,22780,22683,23293,23232,23746,24278,24659,25297,26508,26524,26889,26802,27083,27415,27188,28693,28234,28549,28749,28480,29775,28052,27962,27615,27312,26608,24700,25337,24503,24236,24023,22651,21353,21715,21918,21751,21742,20916,18917,14464,14261,13815,13454,12698,14146,13309,12083,11116,10322,9579,8553,7844,6632,5563,4757,3641,2807,2203,1646,1192,897,630,392,623,1855454,2022
Campania,43300,45025,46771,47834,50061,50225,50953,51696,52635,55078,56388,58056,59520,60230,61588,61939,62572,64805,64387,63336,64529,64780,64680,64587,64338,64557,64222,64771,65782,68589,68084,67815,67747,69119,67288,66886,68653,70136,70871,72794,71955,73056,74732,76884,78549,81478,84114,87203,85928,86189,86831,85355,87413,87303,88370,88776,88650,90347,84501,82349,80460,76818,75515,71331,70224,66927,67386,66276,60810,58310,58191,58630,57990,58748,55866,55413,44343,37303,39497,36666,34365,36349,34271,30194,27116,23729,22181,18992,17285,14493,12251,10580,7897,6193,4547,3286,2426,1604,1238,828,1281,5624420,2022
Emilia-Romagna,29907,30244,31486,33167,34148,35686,36789,37671,38577,39726,40505,41833,42498,42333,42141,41704,41083,40932,39826,40295,40548,41561,40960,41423,41704,41817,42034,42936,43613,46187,46334,47486,47375,47856,47616,48045,49717,50842,52042,53490,53722,55785,57984,61754,64401,67355,70944,73821,73811,74077,74428,73358,74068,73451,72363,72844,71785,72967,68099,65634,64107,61998,60292,57245,56564,55548,53046,51300,49068,48155,47294,49381,49603,52076,51226,51448,35774,39605,38640,37133,37260,39642,37904,36197,31104,26939,26656,24074,20455,17354,15347,13670,10551,8493,6775,5012,3904,2760,1867,1285,1826,4425366,2022
Friuli-Venezia Giulia,7294,7551,7623,7951,8370,8771,8831,9330,9520,9919,10103,10512,10678,10627,10826,10781,10601,10698,10679,10599,10819,11183,10810,10975,10863,11156,10803,10816,10970,11588,11653,11819,11803,12079,11633,11967,12442,12711,12654,13458,13515,14081,14441,15731,16040,16980,17954,19367,19166,19724,19814,20049,20113,20037,20259,20285,20432,20794,19679,18570,18103,17416,17167,16105,15682,15437,15015,14768,14560,14420,14128,15012,14749,15547,15361,16056,10767,12654,12232,12128,11984,12273,11320,10401,9074,7958,7256,6187,5496,4849,4169,3800,2866,2339,1872,1494,1093,825,589,393,605,1194647,2022
Lazio,37480,38533,40501,43306,45340,47460,48626,50352,51129,54048,54198,55481,55573,56081,56228,55964,54122,54622,52902,52194,52661,53566,52858,53936,53913,54387,54974,55506,56454,59433,59110,61331,61490,63823,63509,63677,66844,68980,70652,73622,74162,75616,78157,82225,83928,87427,92072,95705,95648,96672,96543,96244,97496,96198,96515,96720,96501,97847,91471,87255,84608,80794,77890,74181,72809,70712,69442,67784,63556,61749,60689,62000,61481,64116,62929,60347,46424,45987,47183,44880,44336,47353,44136,40706,35968,31623,29831,26212,22494,19071,16683,14821,11042,8620,6697,5122,3545,2649,1926,1282,1936,5714882,2022
Liguria,8562,8922,8943,9259,9992,10164,10537,11123,11243,11848,11732,12216,12758,13000,12755,12900,12844,13023,12676,13012,13174,13425,13296,13565,13438,13853,13434,13505,13818,14358,14182,14354,14304,14778,14442,14270,14917,14878,15265,15242,15851,15759,16516,17868,18855,20037,21411,22795,23164,24413,24599,24790,25401,25589,25354,26379,26808,27043,25296,24384,23574,22698,22367,21451,21164,20461,19760,19680,18927,18269,18209,19292,19370,20326,20724,20657,14724,16442,15736,15824,16064,16867,16078,15098,13478,11743,10910,9661,8657,7815,6626,6044,4677,3728,2815,2155,1593,1125,744,578,797,1509227,2022
Lombardia,69090,69784,74080,77306,80640,83408,86242,88309,89601,92764,94630,97370,99436,99796,98521,99026,96647,97090,93986,93585,95423,97431,96580,97770,97554,97521,97319,98777,100928,104865,105714,108486,109072,112375,110085,110689,114048,116690,119625,124114,124822,127159,130262,137538,143509,148954,158805,163475,163198,164559,164585,163264,167009,166062,165334,168168,166573,165122,154157,145680,140969,135631,131333,124585,121700,119381,115662,112588,108465,107603,106234,109837,110035,113147,108586,110560,80188,84662,82058,82162,81795,86373,81648,76128,65022,55790,53224,46211,40043,35318,30073,25757,20057,15424,12081,8915,6455,4517,3125,2067,2983,9943004,2022
Marche,9254,9529,9771,10230,10796,11502,11871,12244,12548,12817,13473,13653,14045,14067,13946,13734,13754,13807,13623,13795,13747,14336,14275,14573,14385,14271,14322,14133,14320,14956,14878,15302,15062,15575,15230,15783,16200,16462,16998,17679,17811,18664,19368,20606,21165,21822,22899,23448,23192,23389,24105,23327,24183,23845,23882,24029,23864,24656,23220,22087,22306,21491,20820,20181,19720,19790,18978,18220,17754,17576,17677,17942,17269,17679,16974,16820,13719,13069,13568,12629,12455,13832,13761,13275,11430,10023,9809,8484,7499,6211,5737,4840,3679,3086,2505,1815,1388,931,672,426,602,1487150,2022
Molise,1668,1709,1897,1883,2087,2036,2114,2159,2194,2246,2316,2437,2278,2472,2480,2477,2565,2602,2661,2707,2728,2809,2932,3026,2953,2942,3031,3076,3145,3265,3147,3179,3141,3272,3220,3218,3300,3271,3337,3497,3522,3481,3716,3800,3889,3985,4299,4449,4292,4384,4387,4415,4627,4670,4751,4847,4829,5002,4641,4517,4479,4568,4355,4128,4112,4119,4007,4073,3697,3831,3522,3751,3898,3743,3534,3276,2512,2428,2240,2132,2339,2611,2680,2168,2137,2036,1870,1756,1568,1268,1117,1053,787,595,515,381,255,210,153,112,154,292150,2022
Piemonte,26758,27371,28354,29428,31215,32468,33240,34535,35424,36739,37008,37897,39030,39202,39235,38669,38528,38537,38288,37902,38213,40044,39582,40323,40321,40065,39831,40340,41034,42522,42853,43823,43120,44377,43271,44024,45226,45469,46871,48772,48993,50279,51622,55148,58074,60792,64396,67204,67186,68838,69831,69065,71487,70900,70817,71316,70950,71875,67029,64309,63563,61367,59520,57835,57364,55940,54725,53689,51877,51438,50425,52428,52520,54903,53197,51330,38709,40832,39928,39584,39246,41699,40166,37672,32763,28480,26777,23528,20150,17787,15327,13532,10376,7781,6073,4370,3099,2286,1592,1072,1380,4256350,2022
Puglia,26365,26504,27688,29017,30281,31228,31558,32964,33578,34817,35994,37178,37535,38085,38482,38757,39500,40977,41004,40960,42065,42835,42616,42537,42157,42074,41406,41571,42438,44200,43424,43404,43035,44427,43841,43616,43795,45557,45907,47642,48358,49909,52531,54244,56590,58741,60371,61915,60021,59154,60486,60028,61615,61725,62521,62979,62982,63753,59219,57599,56833,55330,53880,50897,51452,50011,49450,47804,46197,44098,45241,46397,45871,48158,44710,43489,36218,32138,31511,31570,29287,30799,29527,26707,24112,20958,19724,17609,15205,13058,11210,9903,7302,5784,4554,3296,2244,1592,1205,768,1082,3922941,2022
Sardegna,8213,8282,8907,9398,10158,10561,11176,11436,11768,12344,12973,13424,13456,13529,13438,13556,13631,13446,13811,13526,13799,14208,13934,13600,13817,13982,14326,14428,14736,15440,15807,16348,16373,16643,16816,16944,17708,18110,18673,19682,19860,20665,21011,22916,23413,24363,25643,26814,26840,26517,26465,26168,26990,26308,27055,27343,27253,27797,26506,25864,25256,24467,23897,23432,23417,22862,22179,22316,21168,20790,20322,20307,19568,19725,18713,17278,16018,15438,14609,14726,13285,14297,13001,11402,10100,9269,8010,7786,6980,5873,4924,4410,3469,2795,2081,1569,1101,837,544,396,598,1587413,2022
Sicilia,37141,37638,38762,40426,41429,41409,42799,43866,43227,45333,45760,47084,48079,48925,48646,49652,50679,51779,50639,50549,51555,52261,52529,51604,51535,51836,51826,52726,54025,56273,55601,56237,56406,56968,55835,56142,56902,58186,57581,59676,59937,62139,62975,64882,65826,69129,70897,73320,72005,72420,73895,73151,75396,74450,75148,74567,73908,75729,71694,71224,69290,69319,65821,63478,63234,61563,61156,60452,55573,54692,53744,55060,54793,56066,54608,49218,41044,38606,35984,34825,34048,37477,34649,31503,26902,24666,22901,21016,18312,15013,12994,11605,8265,6617,4790,3738,2677,1965,1265,889,1293,4833329,2022
Toscana,22654,22522,23707,25228,26551,27497,28027,29600,29908,31696,32116,33139,33318,34334,34070,33847,33774,33715,32685,32975,32973,33489,32713,33614,33420,33418,33247,33585,34065,35876,35680,37478,37155,38658,37909,37833,39752,40496,41665,42930,43481,44796,46871,49838,51727,54110,57001,59640,60007,60512,60840,59694,61340,60259,60496,61329,61128,61606,57490,55208,53890,52205,50798,48764,47611,46671,45654,45008,42626,42087,41770,42862,44488,46986,46649,46342,35571,34924,34477,32438,32904,35835,33546,32491,28109,24260,23469,20176,17748,15404,13677,11962,9356,7652,5857,4455,3148,2368,1663,1079,1519,3663191,2022
Trentino-Alto Adige/Südtirol,9353,9276,9594,9795,10053,10330,10427,10655,10650,10978,10994,11171,11101,11351,11259,11266,11466,11608,11354,11239,11566,11812,11798,11988,11935,11916,11561,11697,11635,12009,12103,12180,12069,12187,11920,11997,12213,12277,12672,13113,12977,13161,13195,13921,14017,14541,15325,16261,16246,16478,17055,16651,17595,17357,17295,17614,17712,17684,16523,15606,15481,14805,14325,13413,13074,12609,12042,11553,11333,11079,10672,10968,10466,10691,10258,10887,7694,8776,9111,8842,8645,8100,7619,6901,5970,5383,4939,4498,4004,3523,3054,2723,2064,1681,1319,964,746,520,418,292,350,1073574,2022
Umbria,5243,5296,5655,5824,6137,6495,6522,6959,7196,7545,7589,7801,7763,8213,8181,8059,8009,7825,7695,7744,7735,7874,7863,7929,7870,7864,7849,7858,8081,8451,8333,8526,8718,9156,8840,9026,9386,9484,10241,10132,10430,10548,10966,11543,12018,12432,12981,13620,13526,13377,13615,13390,13761,13819,13592,13611,14153,14144,13246,12872,12784,12634,12056,11378,11119,11301,11000,10717,10496,9876,10347,10437,10737,11339,10412,9965,7918,8290,8555,7708,7720,8407,7958,7849,6655,5837,5613,5100,4540,3732,3462,3030,2284,1801,1512,1135,877,618,395,246,361,858812,2022
Valle d'Aosta/Vallée d'Aoste,744,781,825,883,883,959,971,1051,1025,1144,1199,1159,1218,1217,1220,1246,1146,1190,1206,1127,1188,1233,1197,1204,1143,1219,1163,1113,1139,1251,1155,1243,1253,1287,1243,1257,1278,1307,1390,1402,1320,1437,1419,1716,1667,1786,1847,1963,2007,2019,2070,2071,2186,2107,2146,2195,2104,2260,2070,1875,1918,1730,1817,1660,1632,1584,1572,1549,1530,1462,1441,1456,1509,1527,1443,1332,1020,1098,1135,1103,1088,1118,1012,978,847,711,638,553,539,441,401,367,273,225,156,124,89,54,46,25,33,123360,2022
Veneto,32847,32918,33910,36006,37496,38600,39698,41004,41927,43979,44750,46077,46781,47740,47274,47317,47005,47739,46572,46256,46415,48394,47820,48521,48499,48034,47291,47454,47821,49605,49543,50603,50316,51564,49848,50457,52909,53111,54194,56227,57312,59002,61536,65687,68184,71260,74808,79424,78940,79984,81130,81010,83121,82069,82627,83286,83295,83820,78445,75288,73522,69244,68554,64132,62454,61258,58823,57592,55494,54314,53255,55122,54062,55269,53380,57210,38643,44031,44137,42005,40734,41729,39609,36376,31565,27538,26127,23374,19265,17138,14821,12962,9761,8051,6487,4691,3522,2385,1760,1092,1507,4847745,2022
Abruzzo,8017,8313,8473,8678,9037,9675,10134,10327,10468,10609,11194,11325,11615,11450,11864,11671,11537,11731,11890,11742,11579,11964,12209,12125,12446,12296,12432,12302,12701,12960,13420,13426,13763,13762,14106,13851,14388,14856,15094,15123,15864,15754,16245,16917,17553,17723,18516,19020,19842,19612,20127,20507,20113,21014,20752,20932,21157,21180,21260,20027,19249,18840,18546,18188,17421,17136,16865,16818,16400,15288,15156,15065,15435,15572,15583,14570,13960,10293,10844,10322,9724,9500,10530,10222,8886,8353,7215,6796,5832,5331,4253,3751,3326,2388,1806,1404,925,725,502,344,595,1272627,2023
Basilicata,3195,3337,3511,3657,3720,3946,4012,4056,4079,4051,4431,4410,4560,4752,4890,4858,5005,5022,5472,5428,5521,5523,5728,5750,5678,5682,5655,5629,5722,5778,6184,5942,6271,6140,6112,6072,5953,6213,6373,6348,6465,6452,6519,6679,7091,7241,7779,7861,8074,8012,8180,8265,8410,8623,8607,8902,8655,8821,9124,8605,8680,8413,8246,7881,7615,7435,7542,7226,7201,6589,6473,6307,6519,6480,6614,5942,5292,4064,3982,3875,3709,3622,4167,4178,3802,3580,3181,2857,2627,2262,1812,1511,1345,1026,716,582,400,281,167,136,209,537577,2023
Calabria,13401,13258,13989,14496,15076,15590,15831,16146,16191,16234,16725,16967,17450,17705,17883,18011,18605,18406,19096,18825,18583,19170,19617,19382,19615,19133,19331,19584,19775,20522,21045,20972,21458,21959,22326,22154,22018,22306,22731,22603,23290,23234,23762,24300,24637,25329,26534,26515,26932,26797,27127,27449,27160,28669,28237,28537,28712,28468,29718,28019,27887,27514,27251,26506,24604,25229,24328,24062,23833,22422,21061,21402,21542,21351,21261,20371,18423,14005,13785,13257,12859,12108,13346,12511,11215,10161,9367,8559,7536,6759,5643,4594,3858,2884,2138,1636,1199,833,618,415,682,1846610,2023
Campania,44383,43346,45186,46924,47898,50116,50328,51000,51751,52751,55111,56426,58129,59622,60275,61641,62082,62798,65131,64764,63588,64632,65200,64670,64365,63773,63997,63462,64057,65053,68031,67552,67444,67455,69010,67189,66774,68766,70134,70968,72887,71999,73105,74843,76992,78581,81487,84282,87198,85982,86158,86768,85333,87309,87184,88240,88621,88493,90096,84283,82041,80110,76404,75086,70878,69673,66301,66712,65583,59970,57433,57095,57459,56799,57304,54350,53752,42821,35865,37817,34952,32500,34087,31937,27824,24780,21342,19691,16562,14708,12136,10084,8501,6163,4634,3297,2336,1660,1088,825,1353,5609536,2023
Emilia-Romagna,29738,30270,30548,31808,33389,34399,35908,36994,37895,38754,39954,40734,42056,42669,42578,42401,41969,41452,41506,40634,41022,41350,42476,42079,42660,43221,43520,43724,44612,45324,47890,47794,48772,48551,48767,48428,48903,50442,51436,52547,54009,54157,56183,58362,62032,64707,67579,71093,74030,73932,74125,74472,73392,74152,73489,72296,72798,71668,72869,68004,65489,63971,61855,60032,57059,56345,55219,52637,51042,48622,47713,46765,48763,48984,51233,50305,50381,34947,38530,37465,35827,35895,37776,36006,34066,29033,24840,24161,21459,18002,14976,12928,11339,8462,6526,5087,3673,2687,1902,1190,1863,4437578,2023
Friuli-Venezia Giulia,7301,7354,7632,7707,8043,8476,8859,8895,9415,9594,9993,10184,10589,10725,10698,10898,10831,10664,10894,10830,10743,10974,11403,11011,11242,11142,11424,11014,11067,11135,11921,11911,12024,12010,12275,11806,12083,12534,12848,12791,13603,13663,14166,14511,15839,16142,17068,18011,19435,19244,19741,19874,20039,20121,20050,20261,20279,20403,20760,19627,18565,18081,17340,17088,16027,15582,15355,14931,14632,14455,14255,14007,14771,14536,15298,15057,15668,10494,12283,11827,11724,11519,11673,10714,9831,8464,7334,6625,5584,4856,4186,3531,3145,2345,1825,1452,1118,778,533,372,610,1194248,2023
Lazio,36291,38288,38956,40892,43547,45543,47692,48809,50533,51291,54156,54358,55619,55697,56299,56387,56125,54402,54951,53567,52866,53293,54326,53566,54664,54601,55206,55945,56614,57607,60637,60365,62613,62680,65042,64664,64754,67642,69813,71405,74252,74879,76028,78664,82676,84187,87763,92274,95978,95784,96818,96703,96289,97545,96251,96491,96721,96384,97715,91237,87045,84297,80536,77555,73802,72405,70252,68913,67164,62866,61058,59930,61080,60482,62942,61684,58957,45242,44581,45541,43244,42536,45124,41763,38152,33401,28977,26995,23362,19603,16410,14067,12200,8859,6662,5075,3691,2537,1872,1283,2046,5720536,2023
Liguria,8513,8687,9058,9103,9432,10137,10328,10671,11265,11357,11969,11861,12321,12879,13137,12878,13011,13003,13228,12925,13223,13426,13665,13639,13877,13772,14250,13786,13837,14193,14650,14522,14742,14697,15055,14717,14574,15167,15129,15482,15458,16081,15992,16712,18069,19009,20165,21617,22958,23308,24533,24733,24851,25477,25683,25386,26484,26807,27053,25333,24355,23544,22742,22364,21452,21065,20392,19701,19564,18764,18078,17960,19028,19067,19987,20308,20171,14312,15989,15174,15178,15340,15985,15170,14115,12464,10725,9852,8663,7530,6709,5547,4996,3721,2893,2099,1527,1111,772,507,840,1507636,2023
Lombardia,67794,69814,70510,74787,77827,81265,83994,86833,88815,90130,93305,94998,97754,99969,100294,98994,99542,97246,98173,95926,95438,97271,99289,98734,100276,100440,100667,100775,102332,104385,108294,108788,111334,111675,114646,112191,112573,115722,118148,120891,125170,125667,128026,130983,138234,144065,149455,159258,163749,163572,164787,164725,163350,167130,166098,165286,168016,166381,164889,153710,145343,140529,135161,130711,123845,121066,118613,114677,111695,107471,106425,104991,108332,108324,111252,106449,108116,78193,82370,79456,79273,78505,82497,77414,71476,60530,51290,48378,41273,35135,30445,25209,21178,16099,12035,9026,6539,4597,3080,2068,3053,9976509,2023
Marche,8829,9358,9655,9886,10328,10886,11598,11947,12310,12623,12879,13543,13709,14094,14161,14012,13813,13847,14026,13833,13994,13921,14568,14431,14757,14518,14385,14478,14289,14510,15069,14991,15407,15224,15689,15421,15948,16348,16611,17122,17834,17942,18759,19438,20671,21253,21861,22960,23525,23227,23404,24144,23358,24175,23877,23879,24009,23885,24635,23175,22056,22234,21452,20782,20108,19657,19696,18875,18131,17648,17433,17464,17758,17079,17411,16692,16467,13340,12744,13175,12181,11956,13213,13011,12514,10687,9222,8935,7593,6584,5339,4836,3984,2951,2347,1831,1293,949,623,433,585,1484298,2023
Molise,1685,1675,1716,1914,1904,2092,2064,2135,2161,2211,2252,2317,2449,2288,2479,2503,2485,2599,2652,2684,2759,2776,2862,2990,3068,2968,2953,3040,3079,3132,3284,3172,3216,3135,3275,3213,3174,3309,3290,3328,3485,3514,3491,3729,3805,3869,3993,4323,4456,4304,4391,4380,4417,4621,4663,4756,4840,4816,5000,4628,4520,4475,4559,4342,4092,4100,4089,3990,4038,3666,3785,3477,3691,3822,3676,3449,3183,2434,2347,2167,2070,2233,2465,2518,2017,1977,1876,1678,1570,1372,1088,929,817,625,461,397,280,171,151,102,168,290636,2023
Piemonte,25954,27038,27667,28602,29709,31381,32704,33438,34702,35653,36944,37196,38064,39188,39365,39406,38906,38814,38961,38950,38528,38966,40774,40462,41210,41222,41215,40959,41477,42102,43617,43739,44641,43888,45172,43854,44544,45718,45913,47271,49130,49288,50563,51861,55383,58256,60981,64539,67345,67340,68888,69766,69105,71503,70879,70774,71150,70812,71703,66913,64079,63359,61154,59258,57538,57051,55492,54288,53199,51355,50828,49779,51684,51679,53881,52152,50150,37641,39575,38577,38049,37577,39663,37879,35251,30390,26000,24108,20917,17576,15156,12836,11020,8208,6009,4547,3191,2154,1542,1001,1465,4251351,2023
Puglia,26240,26482,26682,27862,29168,30375,31350,31676,33057,33671,34904,36042,37292,37623,38124,38523,38833,39677,41281,41173,40975,42008,42835,42473,42278,41743,41407,40833,40910,41962,43657,43030,43215,42916,44373,43836,43647,43843,45622,46042,47763,48511,50030,52611,54379,56685,58849,60419,62046,60131,59193,60538,59995,61600,61754,62532,62957,62930,63727,59134,57463,56747,55167,53747,50698,51253,49762,49141,47468,45737,43623,44628,45717,45099,47267,43730,42516,35199,31110,30428,30341,28019,29265,27875,24931,22312,19191,17822,15537,13240,11150,9311,8149,5786,4425,3395,2396,1569,1087,812,1146,3907683,2023
Sardegna,7685,8277,8331,8942,9435,10198,10602,11216,11463,11793,12388,13024,13463,13471,13556,13468,13581,13669,13461,13861,13572,13836,14240,14013,13667,13792,13990,14259,14443,14723,15394,15839,16335,16360,16695,16838,16983,17707,18194,18734,19732,19928,20722,21070,22965,23460,24420,25680,26806,26895,26543,26522,26213,26935,26314,27069,27305,27239,27761,26450,25800,25190,24366,23835,23305,23276,22733,22002,22134,20907,20513,20014,19985,19230,19326,18314,16860,15542,14951,14111,14114,12675,13637,12237,10651,9334,8491,7249,6942,6104,5052,4161,3604,2793,2184,1574,1145,760,568,356,594,1578146,2023
Sicilia,36718,37323,37875,38918,40584,41509,41540,42826,43888,43213,45367,45773,47121,48107,48994,48716,49783,50988,52510,51129,50764,51550,52366,52413,51500,51216,51296,51222,52208,53568,55769,55171,55946,56146,56878,55825,56114,56905,58212,57653,59777,59947,62267,62970,64894,65838,69050,70863,73289,71947,72359,73865,73093,75325,74386,75076,74483,73710,75646,71523,71062,69081,69063,65466,63162,62888,61118,60647,59908,54912,54012,52886,54094,53761,54842,53231,47873,39740,37201,34480,33166,32237,35196,32328,29206,24609,22240,20291,18330,15743,12552,10716,9314,6331,4897,3508,2694,1814,1341,817,1347,4814016,2023
Toscana,21709,22880,22761,23912,25378,26680,27633,28165,29691,29986,31896,32267,33276,33464,34531,34262,34127,34066,34235,33264,33515,33479,33999,33319,34194,34062,34068,34102,34283,34750,36622,36568,38234,37847,39250,38508,38280,40326,40965,42036,43426,43891,45238,47234,50144,52053,54451,57232,59857,60205,60811,61025,59873,61515,60390,60610,61321,61176,61625,57500,55228,53842,52116,50640,48627,47444,46493,45432,44740,42293,41630,41340,42316,43908,46238,45756,45326,34706,33993,33417,31291,31611,34248,31820,30580,26241,22286,21222,17963,15531,13183,11436,9693,7441,5905,4367,3166,2156,1577,1036,1576,3661981,2023
Trentino-Alto Adige/Südtirol,8923,9403,9361,9632,9848,10123,10392,10474,10710,10719,11026,11027,11224,11190,11414,11299,11332,11519,11693,11446,11297,11702,11915,11944,12150,12050,12045,11622,11836,11852,12199,12296,12318,12162,12342,12036,12088,12309,12360,12753,13182,13041,13230,13239,13986,14117,14616,15386,16266,16297,16560,17045,16633,17619,17352,17308,17559,17686,17623,16496,15612,15428,14776,14252,13330,13026,12547,11973,11481,11247,10974,10587,10799,10326,10519,10074,10672,7507,8529,8830,8550,8341,7746,7289,6510,5600,5029,4529,4056,3553,3070,2590,2272,1710,1305,987,729,515,354,262,385,1077143,2023
Umbria,4926,5294,5346,5700,5861,6156,6545,6568,7018,7232,7572,7622,7830,7784,8239,8204,8088,8032,7908,7815,7852,7859,7987,7969,8029,8003,7921,7938,7887,8154,8521,8424,8671,8803,9230,8924,9096,9449,9545,10339,10179,10461,10608,11000,11561,12063,12502,13006,13660,13514,13385,13633,13415,13782,13813,13598,13606,14130,14183,13228,12872,12797,12626,12027,11340,11067,11244,10956,10675,10416,9794,10231,10325,10586,11136,10235,9759,7752,8075,8286,7456,7455,7987,7547,7385,6179,5388,5076,4584,3980,3208,2922,2510,1864,1394,1157,834,617,413,249,335,856407,2023
Valle d'Aosta/Vallée d'Aoste,779,752,785,816,893,890,959,979,1059,1032,1151,1205,1167,1227,1229,1234,1255,1156,1184,1224,1150,1208,1258,1204,1223,1163,1227,1175,1127,1152,1272,1157,1257,1259,1286,1254,1267,1289,1317,1411,1403,1326,1448,1436,1718,1675,1788,1847,1943,2003,2034,2071,2080,2191,2104,2136,2190,2090,2268,2058,1871,1903,1730,1812,1648,1618,1579,1556,1531,1511,1448,1433,1437,1469,1497,1409,1305,982,1056,1095,1069,1050,1057,973,924,782,653,577,503,454,378,331,284,228,177,108,89,60,36,30,36,123130,2023
Veneto,31839,33103,33205,34215,36297,37703,38844,39996,41259,42205,44151,44940,46268,46990,47961,47514,47482,47251,48087,47135,46813,46940,49004,48637,49283,49151,48768,48113,48262,48623,50511,50274,51285,50818,52241,50519,51075,53445,53629,54620,56557,57752,59286,61844,65911,68363,71379,74873,79491,79080,80071,81223,81073,83142,81999,82612,83266,83134,83666,78307,75132,73261,69017,68207,63888,62061,60897,58377,57143,55003,53819,52607,54463,53280,54402,52421,56037,37672,42817,42755,40574,39090,39922,37586,34206,29431,25371,23666,20940,16927,14783,12484,10629,7837,6255,4923,3407,2446,1610,1165,1557,4849553,2023
